-0.432565 -1.187777 0.635274 -0.896043 -0.071539 -1.444004 1.141773 -0.373461 0.758193 0.440836 0.715967 1.684295 -0.072801 -0.759267 0.530979 -2.103747 0.809537 -1.315840 -0.246258 0.866884 
-1.665584 -2.202321 -0.601412 0.135175 0.279198 0.612340 1.551936 -0.832030 -0.691940 0.565384 1.598648 0.119528 -0.994310 -0.595170 2.134498 -0.664684 1.928793 -0.301519 -0.145741 2.431569 
0.125332 0.986337 0.551185 -0.139040 1.373275 -1.323503 1.383630 0.286866 0.680179 -0.693623 -2.064741 0.650667 -0.747358 0.812400 0.354361 1.450110 0.396057 -2.599588 -1.169008 0.110204 
0.287676 -0.518635 -1.099840 -1.163395 0.179841 -0.661577 -0.758092 -1.818892 -1.072541 0.833869 -0.743632 2.080061 -0.030814 0.069541 0.231700 -0.329805 -0.861399 0.780078 -0.022011 0.026449 
-1.146471 0.327368 0.085991 1.183720 -0.542017 -0.146115 0.442663 -1.573051 0.899772 -2.237378 0.176185 -0.339225 0.988355 -1.833687 1.287980 2.701872 2.431936 0.602941 0.618278 0.970324 
1.190915 0.234057 -2.004563 -0.015430 1.634191 0.248085 0.911098 2.015666 -2.123092 1.097644 0.527839 0.730113 -0.599017 1.827363 -0.013488 -1.634939 -0.840518 0.942799 1.865865 -0.005260 
1.189164 0.021466 -0.493088 0.536219 0.825215 -0.076633 -1.074086 -0.071982 0.284712 -0.001617 -0.553153 0.293969 1.476644 0.654075 -1.333345 -0.536325 0.280451 -1.023913 0.081875 1.409542 
-0.037633 -1.003944 0.462048 -0.716429 0.230761 1.738170 0.201762 2.628909 -0.733323 -1.614573 0.298280 -0.849109 -0.813801 -1.544769 -0.556343 0.547223 0.820416 -0.067830 1.607995 1.757851 
0.327292 -0.947146 -0.321005 -0.655559 0.671634 1.621972 0.762863 -0.243317 -0.773376 -1.228727 -1.226607 -2.533858 0.645040 -0.375109 0.755597 1.492603 1.227828 0.081760 -0.380666 0.885011 
0.174639 -0.374429 1.236556 0.314363 -0.508078 0.626436 -1.288187 0.173276 0.151842 0.207405 -0.189676 -2.378941 -1.309919 0.207688 -0.911854 -0.455243 -0.063565 -1.767027 -1.299588 1.140862 
-0.186709 -1.185886 -0.631280 0.106814 0.856352 0.091814 -0.952962 0.923207 -0.336843 0.220942 -0.301713 -0.346276 -0.867425 -0.765615 1.371684 -0.496416 0.645265 -1.781264 -0.723958 0.403216 
